Order ID,Date,Day,Season,Customer Name,City,Region,State,Category,Sub Category,Sales,Discount,Profit,Average Temp,Holiday,Year,Month,Profit Margin
OD831,2018-06-16,16,Summer,Verma,10,3,0,1,21,1336,0.1,160,31.6,Yes,2018,6,0.11976047904191617
OD832,2018-06-16,16,Summer,Alan,14,3,0,6,6,1095,0.1,340,31.6,Yes,2018,6,0.3105022831050228
OD833,2018-06-16,16,Summer,Verma,6,3,0,1,21,1950,0.2,683,31.6,Yes,2018,6,0.35025641025641024
OD834,2017-07-23,23,Monsoon,Harish,5,3,0,3,18,1478,0.1,251,28.3,No,2017,7,0.16982408660351828
OD835,2017-07-23,23,Monsoon,Veena,21,3,0,3,0,1726,0.1,759,28.3,No,2017,7,0.43974507531865586
OD836,2017-07-23,23,Monsoon,Esther,23,3,0,1,21,1423,0.3,270,28.3,No,2017,7,0.18973998594518623
OD837,2015-09-08,8,Monsoon,Ravi,11,0,0,6,16,506,0.2,66,31.2,No,2015,9,0.13043478260869565
OD838,2018-11-04,4,Post-Monsoon,Sudeep,14,3,0,0,2,866,0.2,147,30.8,No,2018,11,0.1697459584295612
OD839,2017-03-07,7,Winter,Yadav,10,0,0,2,9,982,0.3,236,28.3,No,2017,3,0.24032586558044808
OD840,2016-11-20,20,Post-Monsoon,Sundar,16,1,0,5,22,1287,0.3,579,28.3,No,2016,11,0.44988344988344986
OD841,2016-11-20,20,Post-Monsoon,Sudha,17,1,0,2,15,2205,0.2,463,28.3,No,2016,11,0.20997732426303856
OD842,2016-11-20,20,Post-Monsoon,Sundar,7,1,0,3,0,1808,0.3,163,28.3,No,2016,11,0.09015486725663717
OD843,2017-11-07,7,Post-Monsoon,Ravi,14,4,0,2,4,680,0.4,109,30.8,No,2017,11,0.16029411764705884
OD844,2017-11-07,7,Post-Monsoon,Akash,9,4,0,3,20,2386,0.3,859,30.8,No,2017,11,0.36001676445934616
OD845,2017-11-07,7,Post-Monsoon,Ravi,15,4,0,1,21,2280,0.3,616,30.8,No,2017,11,0.27017543859649124
OD846,2017-11-07,7,Post-Monsoon,Suresh,9,4,0,1,13,2008,0.2,743,30.8,No,2017,11,0.3700199203187251
OD847,2016-10-13,13,Post-Monsoon,Peer,23,3,0,3,18,652,0.1,124,30.2,No,2016,10,0.1901840490797546
OD848,2016-10-13,13,Post-Monsoon,Verma,1,3,0,0,3,2076,0.3,104,30.2,No,2016,10,0.05009633911368015
OD849,2018-01-01,1,Winter,Adavan,16,1,0,5,14,1353,0.1,419,28.3,Yes,2018,1,0.30968218773096823
OD850,2015-02-07,7,Winter,Veena,0,1,0,4,12,740,0.3,155,32.2,No,2015,2,0.20945945945945946
OD851,2017-06-20,20,Summer,Sudha,1,4,0,1,13,1100,0.2,308,28.3,No,2017,6,0.28
OD852,2017-06-20,20,Summer,Haseena,7,4,0,2,10,1759,0.3,211,28.3,No,2017,6,0.11995451961341672
OD853,2017-05-28,28,Summer,Malik,12,3,0,2,9,2099,0.3,231,28.3,No,2017,5,0.11005240590757503
OD854,2017-02-19,19,Winter,Kumar,11,1,0,0,3,1935,0.2,639,28.3,Yes,2017,2,0.3302325581395349
OD855,2017-02-19,19,Winter,Suresh,21,1,0,5,22,1316,0.2,105,28.3,Yes,2017,2,0.0797872340425532
OD856,2015-08-03,3,Monsoon,Surya,13,1,0,6,16,2040,0.2,510,28.3,No,2015,8,0.25
OD857,2015-08-03,3,Monsoon,Harish,8,1,0,3,18,1742,0.1,488,28.3,No,2015,8,0.2801377726750861
OD858,2015-08-03,3,Monsoon,Veronica,0,1,0,3,7,1559,0.3,421,28.3,No,2015,8,0.27004490057729313
OD859,2018-04-10,10,Winter,Amrish,11,1,0,0,1,1141,0.3,148,26.3,No,2018,4,0.12971078001752848
OD860,2018-04-10,10,Winter,Anu,20,1,0,2,15,2060,0.2,680,26.3,No,2018,4,0.3300970873786408
OD861,2015-06-09,9,Summer,Hafiz,22,4,0,3,0,1426,0.2,570,28.3,No,2015,6,0.3997194950911641
OD862,2015-06-09,9,Summer,Ramesh,7,4,0,0,2,1263,0.1,88,28.3,No,2015,6,0.06967537608867776
OD863,2017-01-05,5,Winter,Shree,4,3,0,3,7,1880,0.2,714,28.3,Yes,2017,1,0.3797872340425532
OD864,2017-01-05,5,Winter,Jackson,19,3,0,2,15,899,0.4,225,28.3,Yes,2017,1,0.25027808676307006
OD865,2017-01-05,5,Winter,Yusuf,15,3,0,3,0,1417,0.3,524,28.3,Yes,2017,1,0.3697953422724065
OD866,2015-01-10,10,Winter,Adavan,6,3,0,2,4,1066,0.3,192,28.9,No,2015,1,0.1801125703564728
OD867,2015-01-10,10,Winter,Arutra,18,3,0,2,10,1330,0.3,120,28.9,No,2015,1,0.09022556390977443
OD868,2017-09-29,29,Monsoon,Sharon,17,1,0,1,13,1677,0.3,604,30.3,Yes,2017,9,0.3601669648181276
OD869,2015-04-06,6,Winter,Komal,20,1,0,1,13,627,0.2,251,28.3,No,2015,4,0.4003189792663477
OD870,2017-09-03,3,Monsoon,Arvind,7,1,0,3,18,1598,0.1,719,28.3,No,2017,9,0.4499374217772215
OD871,2017-09-03,3,Monsoon,Haseena,3,1,0,0,2,1852,0.3,796,28.3,No,2017,9,0.4298056155507559
OD872,2016-10-19,19,Post-Monsoon,Hussain,6,1,0,5,8,1970,0.1,493,28.3,Yes,2016,10,0.250253807106599
OD873,2015-12-10,10,Winter,Arutra,16,1,0,2,10,1504,0.3,135,30.0,No,2015,12,0.08976063829787234
OD874,2015-12-10,10,Winter,Sudeep,22,1,0,4,19,1795,0.3,449,30.0,No,2015,12,0.2501392757660167
OD875,2018-08-25,25,Monsoon,Rumaiza,14,3,0,3,0,693,0.3,187,30.1,No,2018,8,0.2698412698412698
OD876,2017-01-17,17,Winter,Vince,13,1,0,1,21,866,0.3,208,28.3,No,2017,1,0.24018475750577367
OD877,2017-01-17,17,Winter,Ridhesh,6,1,0,5,22,1704,0.2,767,28.3,No,2017,1,0.45011737089201875
OD878,2017-01-17,17,Winter,Ravi,4,1,0,0,3,1306,0.1,405,28.3,No,2017,1,0.3101071975497703
OD879,2015-09-17,17,Monsoon,Sudeep,12,1,0,3,20,1761,0.2,352,28.3,No,2015,9,0.19988642816581487
OD880,2018-11-30,30,Post-Monsoon,Vidya,16,1,0,0,3,2195,0.2,373,27.0,No,2018,11,0.16993166287015946
OD881,2018-11-30,30,Post-Monsoon,Veronica,16,1,0,1,13,1733,0.2,624,27.0,No,2018,11,0.36006924408540103
OD882,2016-10-09,9,Post-Monsoon,Ridhesh,4,3,0,4,19,882,0.2,97,29.3,Yes,2016,10,0.10997732426303855
OD883,2018-12-23,23,Winter,Arvind,18,4,0,0,2,2137,0.3,513,26.3,No,2018,12,0.2400561534861956
OD884,2017-10-22,22,Post-Monsoon,Shree,3,0,0,4,12,2172,0.2,304,28.3,No,2017,10,0.13996316758747698
OD885,2015-04-29,29,Winter,Amy,11,1,0,6,6,804,0.3,64,28.3,No,2015,4,0.07960199004975124
OD886,2016-04-25,25,Winter,Suresh,4,4,0,5,8,1436,0.3,589,28.3,No,2016,4,0.4101671309192201
OD887,2018-06-26,26,Summer,Sheeba,6,4,0,3,18,1798,0.3,360,28.3,No,2018,6,0.20022246941045607
OD888,2018-10-14,14,Post-Monsoon,Ganesh,2,1,0,3,0,2043,0.2,204,28.3,No,2018,10,0.09985315712187959
OD889,2015-12-09,9,Winter,Willams,20,4,0,1,13,1762,0.2,123,30.1,No,2015,12,0.06980703745743473
OD890,2018-06-20,20,Summer,Rumaiza,16,1,0,0,2,1290,0.3,400,28.3,No,2018,6,0.31007751937984496
OD891,2018-06-20,20,Summer,Kumar,10,1,0,0,2,1615,0.1,614,28.3,No,2018,6,0.3801857585139319
OD892,2018-06-26,26,Summer,Haseena,14,0,0,3,7,748,0.3,224,28.3,No,2018,6,0.2994652406417112
OD893,2018-06-26,26,Summer,Adavan,17,0,0,6,16,2275,0.2,319,28.3,No,2018,6,0.1402197802197802
OD894,2018-06-26,26,Summer,Rumaiza,19,0,0,5,22,1056,0.3,211,28.3,No,2018,6,0.19981060606060605
OD895,2017-11-10,10,Post-Monsoon,Malik,20,4,0,5,14,1778,0.3,267,30.6,No,2017,11,0.15016872890888638
OD896,2017-11-10,10,Post-Monsoon,Rumaiza,5,4,0,3,0,783,0.2,196,30.6,No,2017,11,0.2503192848020434
OD897,2017-10-03,3,Post-Monsoon,Jonas,10,0,0,3,7,2263,0.3,430,28.3,No,2017,10,0.19001325673884226
OD898,2015-09-09,9,Monsoon,Arutra,18,0,0,4,17,1752,0.3,350,28.3,No,2015,9,0.1997716894977169
OD899,2018-10-29,29,Post-Monsoon,Adavan,7,1,0,2,9,1647,0.2,708,28.3,No,2018,10,0.42987249544626593
OD900,2017-04-10,10,Winter,Haseena,9,1,0,1,21,1966,0.3,393,28.7,No,2017,4,0.19989827060020346
OD901,2018-11-11,11,Post-Monsoon,Sheeba,13,0,0,6,5,745,0.3,37,28.3,No,2018,11,0.049664429530201344
OD902,2018-11-11,11,Post-Monsoon,Yusuf,12,0,0,2,10,1233,0.3,481,28.3,No,2018,11,0.39010543390105434
OD903,2018-09-15,15,Monsoon,Veronica,14,0,0,2,4,1331,0.2,213,30.3,No,2018,9,0.16003005259203607
OD904,2017-04-08,8,Winter,James,4,4,0,5,8,2336,0.3,117,31.4,No,2017,4,0.05008561643835616
OD905,2017-04-08,8,Winter,Amrish,2,4,0,1,13,1441,0.2,634,31.4,No,2017,4,0.4399722414989591
OD906,2017-04-08,8,Winter,Ganesh,6,4,0,6,16,951,0.3,86,31.4,No,2017,4,0.0904311251314406
OD907,2018-12-30,30,Winter,Veena,19,1,0,6,5,1240,0.3,459,26.0,No,2018,12,0.37016129032258066
OD908,2018-12-30,30,Winter,Arvind,12,1,0,6,6,1854,0.2,686,26.0,No,2018,12,0.37001078748651567
OD909,2018-12-30,30,Winter,Mathew,18,1,0,6,5,1167,0.3,455,26.0,No,2018,12,0.3898886032562125
OD910,2018-09-02,2,Monsoon,Amy,14,0,0,3,7,2372,0.1,854,27.1,Yes,2018,9,0.3600337268128162
OD911,2018-09-02,2,Monsoon,Roshan,13,0,0,4,19,1579,0.3,442,27.1,Yes,2018,9,0.2799240025332489
OD912,2018-09-02,2,Monsoon,Malik,6,0,0,3,7,1734,0.2,330,27.1,Yes,2018,9,0.1903114186851211
OD913,2016-05-31,31,Summer,Ridhesh,14,1,0,1,13,2069,0.1,559,28.3,No,2016,5,0.27017883035282747
OD914,2018-11-27,27,Post-Monsoon,Mathew,17,0,0,0,3,1404,0.3,239,28.3,No,2018,11,0.17022792022792022
OD915,2018-11-27,27,Post-Monsoon,Sabeela,14,0,0,3,20,2048,0.3,553,28.3,No,2018,11,0.27001953125
OD916,2015-06-15,15,Summer,Ridhesh,13,0,0,1,21,1008,0.3,302,32.4,No,2015,6,0.2996031746031746
OD917,2015-06-15,15,Summer,Jackson,18,0,0,2,9,1539,0.2,508,32.4,No,2015,6,0.3300844704353476
OD918,2015-06-15,15,Summer,Ravi,17,0,0,5,22,2459,0.2,443,32.4,No,2015,6,0.18015453436356244
OD919,2017-03-05,5,Winter,Suresh,21,0,0,6,5,1249,0.2,462,28.3,No,2017,3,0.36989591673338673
OD920,2017-03-05,5,Winter,Hussain,5,0,0,0,3,1410,0.3,71,28.3,No,2017,3,0.05035460992907802
OD921,2015-12-05,5,Winter,Hussain,2,3,0,2,10,845,0.2,355,31.4,No,2015,12,0.42011834319526625
OD922,2016-04-11,11,Winter,Willams,20,1,0,2,4,558,0.4,190,29.1,No,2016,4,0.34050179211469533
OD923,2016-04-11,11,Winter,Surya,12,1,0,3,18,1783,0.3,374,29.1,No,2016,4,0.20975883342680876
OD924,2016-04-11,11,Winter,Veronica,0,1,0,6,16,2232,0.2,491,29.1,No,2016,4,0.2199820788530466
OD925,2017-09-15,15,Monsoon,Rumaiza,21,1,0,3,7,1967,0.2,885,28.3,No,2017,9,0.4499237417386884
OD926,2015-09-13,13,Monsoon,Esther,7,1,0,0,1,1118,0.3,403,30.3,No,2015,9,0.36046511627906974
OD927,2015-09-13,13,Monsoon,Rumaiza,8,1,0,5,22,1964,0.3,452,30.3,No,2015,9,0.23014256619144602
OD928,2016-10-05,5,Post-Monsoon,Sharon,7,3,0,6,16,938,0.1,300,28.3,No,2016,10,0.31982942430703626
OD929,2016-10-05,5,Post-Monsoon,James,1,3,0,0,1,2127,0.2,425,28.3,No,2016,10,0.1998119417019276
OD930,2018-04-14,14,Winter,Shah,12,1,0,1,21,1198,0.2,180,28.3,Yes,2018,4,0.15025041736227046
OD931,2018-04-14,14,Winter,Hussain,18,1,0,3,20,905,0.2,308,28.3,Yes,2018,4,0.34033149171270716
OD932,2018-04-14,14,Winter,Muneer,18,1,0,0,3,1655,0.2,662,28.3,Yes,2018,4,0.4
OD933,2018-09-02,2,Monsoon,Veronica,4,1,0,4,12,712,0.2,306,27.1,Yes,2018,9,0.4297752808988764
OD934,2017-06-20,20,Summer,Muneer,15,1,0,4,17,735,0.3,184,28.3,No,2017,6,0.2503401360544218
OD935,2017-06-20,20,Summer,Shah,15,1,0,6,5,664,0.3,93,28.3,No,2017,6,0.14006024096385541
OD936,2017-06-20,20,Summer,Veena,17,1,0,5,22,1004,0.2,201,28.3,No,2017,6,0.20019920318725098
OD937,2017-06-20,20,Summer,Ravi,15,1,0,1,21,1641,0.2,263,28.3,No,2017,6,0.16026812918951858
OD938,2018-11-05,5,Post-Monsoon,Haseena,9,4,0,0,3,1972,0.2,138,28.3,No,2018,11,0.06997971602434078
OD939,2016-12-13,13,Winter,Rumaiza,13,4,0,0,1,1551,0.2,667,26.0,Yes,2016,12,0.4300451321727917
OD940,2016-12-13,13,Winter,Yadav,7,4,0,5,8,1703,0.4,256,26.0,Yes,2016,12,0.15032295948326482
OD941,2017-06-19,19,Summer,Amy,13,4,0,4,12,1208,0.3,411,28.3,No,2017,6,0.3402317880794702
OD942,2017-12-13,13,Winter,Vinne,8,4,0,5,14,1681,0.2,151,28.3,No,2017,12,0.08982748364069007
OD943,2017-12-13,13,Winter,Vince,8,4,0,0,1,1988,0.3,239,28.3,No,2017,12,0.12022132796780684
OD944,2016-05-29,29,Summer,Alan,6,4,0,3,0,2135,0.2,705,28.3,No,2016,5,0.33021077283372363
OD945,2016-05-29,29,Summer,James,10,4,0,4,17,1254,0.3,552,28.3,No,2016,5,0.44019138755980863
OD946,2016-05-29,29,Summer,Ravi,3,4,0,5,22,2105,0.3,253,28.3,No,2016,5,0.12019002375296912
OD947,2016-07-26,26,Monsoon,Vinne,1,4,0,4,12,1140,0.2,274,29.6,No,2016,7,0.24035087719298245
OD948,2018-11-28,28,Post-Monsoon,Amy,17,1,0,6,5,2480,0.2,248,28.3,No,2018,11,0.1
OD949,2018-11-28,28,Post-Monsoon,Shree,20,1,0,1,21,2439,0.3,195,28.3,No,2018,11,0.07995079950799508
OD950,2018-11-28,28,Post-Monsoon,Malik,1,1,0,3,7,546,0.1,66,28.3,No,2018,11,0.12087912087912088
OD951,2018-11-28,28,Post-Monsoon,Malik,0,1,0,5,14,951,0.2,95,28.3,No,2018,11,0.09989484752891693
OD952,2018-11-28,28,Post-Monsoon,Amy,23,1,0,3,0,2279,0.2,114,28.3,No,2018,11,0.050021939447125935
OD953,2018-04-03,3,Winter,Ridhesh,18,1,0,6,5,1102,0.3,496,28.3,No,2018,4,0.4500907441016334
OD954,2018-12-28,28,Winter,James,19,0,0,4,12,1992,0.2,339,28.3,No,2018,12,0.17018072289156627
OD955,2018-12-28,28,Winter,Sharon,16,0,0,5,22,963,0.1,183,28.3,No,2018,12,0.19003115264797507
OD956,2018-11-30,30,Post-Monsoon,Vince,18,3,0,4,19,1011,0.2,162,27.0,No,2018,11,0.16023738872403562
OD957,2018-05-15,15,Summer,Ravi,12,4,0,2,9,992,0.2,149,28.3,No,2018,5,0.1502016129032258
OD958,2018-05-15,15,Summer,Akash,13,4,0,2,4,1702,0.2,409,28.3,No,2018,5,0.24030552291421856
OD959,2018-05-15,15,Summer,Alan,6,4,0,2,4,2341,0.3,117,28.3,No,2018,5,0.04997864160615122
OD960,2016-09-22,22,Monsoon,Vince,19,4,0,0,1,945,0.3,425,30.3,Yes,2016,9,0.4497354497354497
OD961,2018-11-14,14,Post-Monsoon,Yusuf,7,4,0,6,5,1161,0.3,441,28.3,No,2018,11,0.3798449612403101
OD962,2016-11-27,27,Post-Monsoon,Muneer,21,3,0,1,21,1097,0.2,252,28.3,No,2016,11,0.22971741112123975
OD963,2017-09-01,1,Monsoon,Verma,16,4,0,0,2,2319,0.1,417,28.3,No,2017,9,0.17981888745148772
OD964,2015-09-22,22,Monsoon,Veena,22,3,0,5,8,1758,0.2,158,30.6,No,2015,9,0.08987485779294653
OD965,2018-04-09,9,Winter,Roshan,23,1,0,6,16,1792,0.3,197,31.2,No,2018,4,0.10993303571428571
OD966,2018-04-09,9,Winter,Yusuf,1,1,0,0,3,2432,0.3,754,31.2,No,2018,4,0.3100328947368421
OD967,2018-04-09,9,Winter,Esther,3,1,0,5,8,2049,0.2,779,31.2,No,2018,4,0.38018545632015616
OD968,2018-04-09,9,Winter,Sabeela,5,1,0,0,2,2229,0.1,268,31.2,No,2018,4,0.120233288470166
OD969,2018-04-09,9,Winter,Rumaiza,15,1,0,0,3,1120,0.3,459,31.2,No,2018,4,0.40982142857142856
OD970,2018-04-09,9,Winter,Krithika,22,1,0,2,15,1481,0.1,89,31.2,No,2018,4,0.06009453072248481
OD971,2015-01-16,16,Winter,Krithika,12,1,0,3,20,1398,0.1,140,28.3,No,2015,1,0.10014306151645208
OD972,2015-01-16,16,Winter,Amrish,21,1,0,1,13,990,0.1,238,28.3,No,2015,1,0.2404040404040404
OD973,2015-01-16,16,Winter,Vidya,9,1,0,5,22,2152,0.1,430,28.3,No,2015,1,0.19981412639405205
OD974,2015-01-16,16,Winter,Rumaiza,13,1,0,2,15,1169,0.2,362,28.3,No,2015,1,0.30966638152266895
OD975,2018-10-05,5,Post-Monsoon,Ram,14,1,0,3,18,617,0.3,197,28.3,No,2018,10,0.3192868719611021
OD976,2018-10-05,5,Post-Monsoon,Mathew,1,1,0,0,3,1090,0.2,251,28.3,No,2018,10,0.23027522935779818
OD977,2018-07-09,9,Monsoon,Hafiz,9,4,0,4,12,1205,0.3,494,28.3,No,2018,7,0.4099585062240664
OD978,2018-01-07,7,Winter,Verma,14,0,0,2,10,758,0.1,303,28.3,No,2018,1,0.3997361477572559
OD979,2017-05-30,30,Summer,Willams,4,3,0,2,15,1074,0.2,118,28.3,No,2017,5,0.10986964618249534
OD980,2016-12-09,9,Winter,Veena,22,0,0,0,2,829,0.2,50,28.9,No,2016,12,0.06031363088057901
OD981,2017-10-03,3,Post-Monsoon,Sharon,22,1,0,6,5,618,0.1,148,28.3,No,2017,10,0.23948220064724918
OD982,2015-11-11,11,Post-Monsoon,Ram,4,4,0,3,7,911,0.2,91,26.3,No,2015,11,0.09989023051591657
OD983,2015-11-11,11,Post-Monsoon,Haseena,5,4,0,5,8,1722,0.2,155,26.3,No,2015,11,0.0900116144018583
OD984,2015-11-11,11,Post-Monsoon,Ram,1,4,0,1,21,1660,0.3,315,26.3,No,2015,11,0.1897590361445783
OD985,2018-09-29,29,Monsoon,Veena,8,0,0,0,1,2494,0.3,549,28.3,No,2018,9,0.22012830793905372
OD986,2018-09-29,29,Monsoon,Alan,13,0,0,2,10,2444,0.3,416,28.3,No,2018,9,0.1702127659574468
OD987,2018-09-29,29,Monsoon,Harish,18,0,0,6,16,1175,0.1,71,28.3,No,2018,9,0.06042553191489362
OD988,2016-03-10,10,Winter,Peer,2,0,0,2,10,1868,0.2,318,28.3,No,2016,3,0.1702355460385439
OD989,2018-05-21,21,Summer,Arvind,16,1,0,5,22,1862,0.1,410,28.3,No,2018,5,0.22019334049409237
OD990,2018-05-21,21,Summer,Harish,3,1,0,6,5,869,0.2,243,28.3,No,2018,5,0.27963176064441886
OD991,2016-03-29,29,Winter,Rumaiza,22,3,0,6,6,1747,0.1,245,28.3,No,2016,3,0.14024041213508873
OD992,2017-09-09,9,Monsoon,Aditi,16,1,0,3,20,1612,0.3,387,30.1,No,2017,9,0.2400744416873449
OD993,2017-08-26,26,Monsoon,Roshan,7,4,0,0,1,2297,0.3,896,30.0,No,2017,8,0.39007400957771005
OD994,2017-08-26,26,Monsoon,Jackson,15,4,0,1,13,1534,0.1,476,30.0,No,2017,8,0.31029986962190353
OD995,2015-05-21,21,Summer,Kumar,11,3,0,6,6,807,0.1,81,28.3,No,2015,5,0.10037174721189591
OD996,2015-05-21,21,Summer,Amrish,18,3,0,4,12,575,0.3,132,28.3,No,2015,5,0.22956521739130434
OD997,2016-10-28,28,Post-Monsoon,Sharon,7,3,0,6,5,1805,0.1,650,28.3,No,2016,10,0.3601108033240997
OD998,2016-10-28,28,Post-Monsoon,Ram,11,3,0,5,8,1700,0.2,459,28.3,No,2016,10,0.27
OD999,2016-10-28,28,Post-Monsoon,Harish,14,3,0,1,21,1010,0.3,141,28.3,No,2016,10,0.13960396039603962
OD1000,2016-10-28,28,Post-Monsoon,Rumaiza,13,3,0,0,2,748,0.2,90,28.3,No,2016,10,0.12032085561497326
OD1001,2017-11-10,10,Post-Monsoon,Sudeep,8,0,0,6,6,2361,0.1,118,30.6,No,2017,11,0.049978822532825075
OD1002,2018-12-22,22,Winter,Kumar,19,0,0,1,13,672,0.3,276,28.3,No,2018,12,0.4107142857142857
OD1003,2016-08-07,7,Monsoon,Malik,9,0,0,0,3,817,0.1,98,28.3,Yes,2016,8,0.11995104039167687
OD1004,2017-10-01,1,Post-Monsoon,Yusuf,2,0,0,6,5,2139,0.2,963,28.3,Yes,2017,10,0.45021037868162694
OD1005,2017-10-29,29,Post-Monsoon,Anu,1,0,0,2,10,2198,0.3,352,28.3,No,2017,10,0.16014558689717925
OD1006,2018-12-22,22,Winter,Ravi,2,0,0,6,5,2176,0.2,501,28.3,No,2018,12,0.23023897058823528
OD1007,2015-05-12,12,Summer,Amy,13,0,0,5,22,905,0.2,109,25.8,No,2015,5,0.12044198895027625
OD1008,2015-12-01,1,Winter,Harish,11,0,0,4,12,1541,0.2,601,28.3,No,2015,12,0.3900064892926671
OD1009,2018-08-03,3,Monsoon,James,6,0,0,6,6,2343,0.3,516,28.3,No,2018,8,0.22023047375160051
OD1010,2018-09-24,24,Monsoon,Mathew,8,0,0,3,18,567,0.2,147,28.3,No,2018,9,0.25925925925925924
OD1011,2018-11-19,19,Post-Monsoon,Shah,4,0,0,2,9,1712,0.2,188,29.2,No,2018,11,0.10981308411214953
OD1012,2015-05-05,5,Summer,Vidya,11,0,0,6,5,1756,0.2,685,28.3,No,2015,5,0.39009111617312076
OD1013,2018-06-29,29,Summer,Harish,4,0,0,2,10,896,0.3,367,28.3,No,2018,6,0.4095982142857143
OD1014,2015-09-20,20,Monsoon,Roshan,0,0,0,2,10,627,0.4,56,30.1,No,2015,9,0.08931419457735247
OD1015,2015-12-15,15,Winter,Jackson,22,0,0,4,12,764,0.2,321,28.3,No,2015,12,0.4201570680628272
OD1016,2018-05-14,14,Summer,Yusuf,17,0,0,5,22,2447,0.2,416,28.3,No,2018,5,0.170004086636698
OD1017,2018-10-24,24,Post-Monsoon,Amrish,13,0,0,0,2,1178,0.1,200,28.3,Yes,2018,10,0.1697792869269949
OD1018,2015-11-18,18,Post-Monsoon,Jackson,19,0,0,2,10,1258,0.2,226,25.7,No,2015,11,0.17965023847376788
OD1019,2017-08-28,28,Monsoon,Sharon,10,0,0,4,19,1425,0.1,442,29.9,No,2017,8,0.3101754385964912
OD1020,2018-06-29,29,Summer,Amy,19,0,0,1,13,1889,0.2,775,28.3,No,2018,6,0.41026998411858123
OD1021,2017-03-14,14,Winter,Ganesh,1,0,0,3,7,2396,0.3,312,28.3,No,2017,3,0.1302170283806344
OD1022,2015-11-18,18,Post-Monsoon,Jackson,22,0,0,5,22,1396,0.1,237,25.7,No,2015,11,0.16977077363896848
OD1023,2018-04-26,26,Winter,Adavan,7,0,0,3,0,1792,0.2,681,28.3,No,2018,4,0.38002232142857145
OD1024,2015-11-18,18,Post-Monsoon,Jackson,4,0,0,2,9,1305,0.3,405,25.7,No,2015,11,0.3103448275862069
OD1025,2016-09-27,27,Monsoon,Willams,19,0,0,0,1,1703,0.3,681,30.0,No,2016,9,0.3998825601879037
OD1026,2017-05-17,17,Summer,Ram,1,0,0,1,21,2184,0.3,393,28.3,No,2017,5,0.17994505494505494
OD1027,2018-10-13,13,Post-Monsoon,Suresh,22,0,0,3,0,721,0.2,130,28.3,No,2018,10,0.18030513176144244
OD1028,2017-10-10,10,Post-Monsoon,Kumar,6,0,0,1,13,1539,0.1,185,28.3,No,2017,10,0.12020792722547108
OD1029,2015-06-03,3,Summer,Veronica,6,0,0,6,16,2491,0.3,324,28.3,No,2015,6,0.13006824568446407
OD1030,2016-06-25,25,Summer,Ram,19,0,0,6,6,875,0.2,385,28.2,No,2016,6,0.44
OD1031,2017-10-17,17,Post-Monsoon,Ganesh,2,1,0,6,16,1177,0.3,412,27.1,No,2017,10,0.3500424808836024
OD1032,2018-07-03,3,Monsoon,Haseena,15,1,0,2,4,1398,0.3,489,28.3,No,2018,7,0.3497854077253219
OD1033,2015-09-02,2,Monsoon,Rumaiza,13,1,0,6,5,1379,0.3,441,28.3,No,2015,9,0.3197969543147208
OD1034,2015-12-01,1,Winter,Malik,23,1,0,5,22,2222,0.3,689,28.3,No,2015,12,0.3100810081008101
OD1035,2018-12-05,5,Winter,Sabeela,4,1,0,3,0,1540,0.2,570,28.3,No,2018,12,0.37012987012987014
OD1036,2016-08-09,9,Monsoon,Peer,1,1,0,1,13,2273,0.3,909,30.8,No,2016,8,0.39991201055873293
OD1037,2015-12-01,1,Winter,Anu,5,1,0,4,11,1655,0.2,265,28.3,No,2015,12,0.16012084592145015
OD1038,2017-12-04,4,Winter,Ravi,11,1,0,6,6,604,0.3,127,28.3,No,2017,12,0.21026490066225165
OD1039,2016-08-09,9,Monsoon,Amrish,7,1,0,2,15,1123,0.2,505,30.8,No,2016,8,0.44968833481745324
OD1040,2017-05-17,17,Summer,Amrish,23,1,0,1,13,517,0.3,83,28.3,No,2017,5,0.16054158607350097
OD1041,2017-03-09,9,Winter,Muneer,5,1,0,4,19,1274,0.2,446,28.3,No,2017,3,0.3500784929356358
OD1042,2015-09-10,10,Monsoon,Hussain,11,1,0,2,4,1414,0.1,622,29.2,No,2015,9,0.43988684582743987
OD1043,2017-02-14,14,Winter,Krithika,21,1,0,1,13,2476,0.2,891,28.3,No,2017,2,0.3598546042003231
OD1044,2018-04-21,21,Winter,Komal,17,1,0,3,0,1466,0.4,660,28.3,No,2018,4,0.45020463847203274
OD1045,2015-10-14,14,Post-Monsoon,Mathew,5,1,0,3,18,1807,0.4,705,28.3,No,2015,10,0.3901494189263973
OD1046,2015-07-08,8,Monsoon,Jonas,5,1,0,4,12,1998,0.2,120,29.9,No,2015,7,0.06006006006006006
OD1047,2016-06-29,29,Summer,Hussain,12,1,0,0,3,768,0.3,300,27.7,No,2016,6,0.390625
OD1048,2017-11-14,14,Post-Monsoon,Ramesh,13,1,0,3,0,729,0.3,51,25.7,No,2017,11,0.06995884773662552
OD1049,2015-09-20,20,Monsoon,Esther,16,1,0,0,1,684,0.2,294,30.1,No,2015,9,0.4298245614035088
OD1050,2015-10-04,4,Post-Monsoon,Jackson,21,1,0,6,6,842,0.1,371,28.3,No,2015,10,0.44061757719714967
OD1051,2018-03-26,26,Winter,Peer,7,1,0,0,2,1838,0.1,257,28.3,No,2018,3,0.1398258977149075
OD1052,2015-09-20,20,Monsoon,Vidya,2,1,0,5,22,681,0.3,82,30.1,No,2015,9,0.12041116005873716
