Order ID,Date,Day,Season,Customer Name,City,Region,State,Category,Sub Category,Sales,Discount,Profit,Average Temp,Holiday
OD2149,15-Jan-18,Monday,Winter,Esther,Nagercoil,East,Tamil Nadu,Food Grains,Atta & Flour,2440 ,0.30 ,415 ,28.3,No
OD2150,18-Sep-17,Monday,Monsoon,Haseena,Perambalur,East,Tamil Nadu,Oil & Masala,Spices,1360 ,0.20 ,177 ,29.1,No
OD2151,04-Dec-17,Monday,Winter,Esther,Virudhunagar,East,Tamil Nadu,Fruits & Veggies,Organic Vegetables,1313 ,0.20 ,223 ,28.3,No
OD2152,19-Dec-16,Monday,Winter,Shah,Viluppuram,East,Tamil Nadu,Food Grains,Rice,2443 ,0.40 ,171 ,28.3,No
OD2153,29-Jan-18,Monday,Winter,Krithika,Krishnagiri,East,Tamil Nadu,Beverages,Health Drinks,1810 ,0.30 ,796 ,28.3,No
OD2154,19-Aug-17,Saturday,Monsoon,Yadav,Virudhunagar,East,Tamil Nadu,"Eggs, Meat & Fish",Fish,1081 ,0.20 ,368 ,29.6,No
OD2155,07-Dec-16,Wednesday,Winter,Esther,Kanyakumari,East,Tamil Nadu,Oil & Masala,Masalas,1066 ,0.30 ,320 ,28.3,No
OD2156,09-Aug-16,Tuesday,Monsoon,Jonas,Chennai,East,Tamil Nadu,Food Grains,Atta & Flour,1936 ,0.30 ,136 ,30.8,No
OD2157,07-Nov-17,Tuesday,Post-Monsoon,Ridhesh,Perambalur,East,Tamil Nadu,Beverages,Health Drinks,656 ,0.30 ,210 ,30.8,No
OD2158,03-May-17,Wednesday,Summer,Vidya,Namakkal,East,Tamil Nadu,Fruits & Veggies,Organic Vegetables,2052 ,0.30 ,267 ,28.3,No
OD2159,07-Feb-17,Tuesday,Winter,Verma,Perambalur,East,Tamil Nadu,Bakery,Breads & Buns,1589 ,0.30 ,302 ,32.9,No
OD2160,23-Apr-17,Sunday,Winter,Amy,Chennai,East,Tamil Nadu,Bakery,Breads & Buns,1482 ,0.20 ,415 ,28.3,No
OD2161,15-Oct-15,Thursday,Post-Monsoon,Yusuf,Cumbum,East,Tamil Nadu,Bakery,Breads & Buns,1126 ,0.30 ,304 ,28.3,No
OD2162,10-Dec-18,Monday,Winter,Adavan,Kanyakumari,East,Tamil Nadu,Oil & Masala,Spices,550 ,0.20 ,132 ,28.3,No
OD2163,21-Nov-18,Wednesday,Post-Monsoon,Ravi,Theni,East,Tamil Nadu,Fruits & Veggies,Fresh Vegetables,953 ,0.30 ,324 ,25.1,Yes
OD2164,16-May-18,Wednesday,Summer,Malik,Madurai,East,Tamil Nadu,Snacks,Chocolates,541 ,0.20 ,173 ,28.3,No
OD2165,25-Aug-18,Saturday,Monsoon,Harish,Tirunelveli,East,Tamil Nadu,Beverages,Health Drinks,1814 ,0.40 ,816 ,30.1,No
OD2166,28-Jul-17,Friday,Monsoon,Vinne,Ooty,East,Tamil Nadu,Oil & Masala,Masalas,2428 ,0.20 ,194 ,30,No
OD2167,19-Dec-16,Monday,Winter,Krithika,Madurai,East,Tamil Nadu,Snacks,Cookies,1426 ,0.10 ,399 ,28.3,No
OD2168,16-Jun-16,Thursday,Summer,Roshan,Madurai,East,Tamil Nadu,Beverages,Health Drinks,1559 ,0.30 ,78 ,28.3,No
OD2169,19-Dec-16,Monday,Winter,Vidya,Tenkasi,East,Tamil Nadu,Beverages,Soft Drinks,1710 ,0.30 ,770 ,28.3,No
OD2170,20-Nov-17,Monday,Post-Monsoon,Mathew,Tirunelveli,East,Tamil Nadu,Beverages,Health Drinks,1624 ,0.10 ,536 ,28.8,No
OD2171,07-Jul-18,Saturday,Monsoon,Veena,Ramanadhapuram,East,Tamil Nadu,"Eggs, Meat & Fish",Mutton,1459 ,0.10 ,554 ,31.9,No
OD2172,01-Dec-18,Saturday,Winter,Yadav,Tirunelveli,East,Tamil Nadu,Food Grains,Dals & Pulses,1000 ,0.20 ,100 ,26.4,No
OD2173,07-Jul-18,Saturday,Monsoon,Krithika,Krishnagiri,East,Tamil Nadu,Oil & Masala,Spices,704 ,0.30 ,296 ,31.9,No
OD2174,13-Aug-16,Saturday,Monsoon,Shree,Kanyakumari,East,Tamil Nadu,Food Grains,Organic Staples,1568 ,0.20 ,439 ,30.6,No
OD2175,21-Oct-15,Wednesday,Post-Monsoon,Shree,Ooty,East,Tamil Nadu,Bakery,Breads & Buns,1452 ,0.30 ,450 ,28.3,No
OD2176,19-Dec-16,Monday,Winter,Amrish,Karur,East,Tamil Nadu,Food Grains,Dals & Pulses,1995 ,0.40 ,579 ,28.3,No
OD2177,27-Feb-15,Friday,Winter,Haseena,Krishnagiri,East,Tamil Nadu,Beverages,Soft Drinks,1960 ,0.20 ,706 ,28.3,No
OD2178,08-Dec-18,Saturday,Winter,Veronica,Virudhunagar,East,Tamil Nadu,Fruits & Veggies,Fresh Vegetables,1026 ,0.20 ,267 ,30.2,No
OD2179,24-Nov-17,Friday,Post-Monsoon,Malik,Krishnagiri,East,Tamil Nadu,"Eggs, Meat & Fish",Fish,724 ,0.30 ,87 ,28.3,Yes
OD2180,31-Dec-17,Sunday,Winter,Arutra,Madurai,East,Tamil Nadu,Snacks,Noodles,2410 ,0.30 ,940 ,28.3,No
OD2181,21-Nov-18,Wednesday,Post-Monsoon,Akash,Namakkal,East,Tamil Nadu,Snacks,Noodles,1897 ,0.20 ,171 ,25.1,Yes
OD2182,05-Nov-16,Saturday,Post-Monsoon,Jackson,Kanyakumari,East,Tamil Nadu,Beverages,Health Drinks,2120 ,0.20 ,551 ,28.3,No
OD2183,11-Jul-16,Monday,Monsoon,Sheeba,Ramanadhapuram,East,Tamil Nadu,Bakery,Cakes,2241 ,0.30 ,695 ,28.3,No
OD2184,19-Aug-17,Saturday,Monsoon,Arutra,Trichy,East,Tamil Nadu,Bakery,Breads & Buns,993 ,0.10 ,149 ,29.6,No
OD2185,07-Dec-16,Wednesday,Winter,Verma,Chennai,East,Tamil Nadu,"Eggs, Meat & Fish",Fish,2253 ,0.30 ,901 ,28.3,No
OD2186,03-Aug-18,Friday,Monsoon,Willams,Kanyakumari,East,Tamil Nadu,Beverages,Soft Drinks,523 ,0.20 ,63 ,28.3,No
OD2187,23-Apr-17,Sunday,Winter,Krithika,Viluppuram,East,Tamil Nadu,Snacks,Noodles,2156 ,0.20 ,884 ,28.3,No
OD2188,03-May-17,Wednesday,Summer,Verma,Dindigul,East,Tamil Nadu,Beverages,Soft Drinks,1929 ,0.20 ,232 ,28.3,No
OD2189,22-Sep-16,Thursday,Monsoon,Sudha,Krishnagiri,East,Tamil Nadu,"Eggs, Meat & Fish",Chicken,1923 ,0.30 ,289 ,30.3,Yes
OD2190,19-Aug-17,Saturday,Monsoon,Yadav,Karur,East,Tamil Nadu,"Eggs, Meat & Fish",Mutton,527 ,0.30 ,69 ,29.6,No
OD2191,09-Sep-18,Sunday,Monsoon,Ganesh,Tenkasi,East,Tamil Nadu,Beverages,Soft Drinks,2350 ,0.20 ,470 ,28.3,No
OD2192,05-Apr-16,Tuesday,Winter,Sudeep,Krishnagiri,East,Tamil Nadu,Fruits & Veggies,Organic Vegetables,1213 ,0.20 ,267 ,28.3,No
OD2193,01-Jun-18,Friday,Summer,Ram,Krishnagiri,East,Tamil Nadu,"Eggs, Meat & Fish",Fish,1924 ,0.10 ,539 ,28.3,No
OD2194,23-Apr-17,Sunday,Winter,Krithika,Bodi,East,Tamil Nadu,Fruits & Veggies,Fresh Fruits,1055 ,0.10 ,95 ,28.3,No
OD2195,10-Nov-17,Friday,Post-Monsoon,Veena,Trichy,East,Tamil Nadu,Beverages,Health Drinks,693 ,0.30 ,55 ,30.6,No
OD2196,15-Jan-18,Monday,Winter,Jackson,Krishnagiri,East,Tamil Nadu,Bakery,Biscuits,1821 ,0.30 ,801 ,28.3,No
OD2197,10-Jun-17,Saturday,Summer,Harish,Virudhunagar,East,Tamil Nadu,Bakery,Breads & Buns,809 ,0.10 ,218 ,29.2,No
OD2198,22-Dec-18,Saturday,Winter,James,Ramanadhapuram,East,Tamil Nadu,Food Grains,Atta & Flour,859 ,0.40 ,43 ,28.3,No
OD2199,10-Dec-18,Monday,Winter,Surya,Madurai,East,Tamil Nadu,Beverages,Health Drinks,2371 ,0.10 ,308 ,28.3,No
OD2200,20-Nov-17,Monday,Post-Monsoon,Krithika,Pudukottai,East,Tamil Nadu,Snacks,Noodles,2273 ,0.20 ,614 ,28.8,No
OD2201,01-Jun-18,Friday,Summer,Komal,Kanyakumari,East,Tamil Nadu,Food Grains,Rice,2240 ,0.30 ,291 ,28.3,No
OD2202,09-Sep-18,Sunday,Monsoon,Suresh,Tirunelveli,East,Tamil Nadu,Oil & Masala,Spices,1170 ,0.10 ,70 ,28.3,No
OD2203,14-Sep-18,Friday,Monsoon,Krithika,Kanyakumari,East,Tamil Nadu,Bakery,Biscuits,2041 ,0.30 ,837 ,30.1,No
OD2204,16-Sep-18,Sunday,Monsoon,Ram,Kanyakumari,East,Tamil Nadu,Fruits & Veggies,Fresh Fruits,1651 ,0.30 ,198 ,28.8,No
OD2205,16-Sep-18,Sunday,Monsoon,Sudha,Perambalur,East,Tamil Nadu,Snacks,Chocolates,835 ,0.20 ,209 ,28.8,No
OD2206,20-Nov-17,Monday,Post-Monsoon,Jonas,Bodi,East,Tamil Nadu,Bakery,Cakes,1517 ,0.30 ,121 ,28.8,No
OD2207,05-Nov-16,Saturday,Post-Monsoon,Anu,Ramanadhapuram,East,Tamil Nadu,Oil & Masala,Edible Oil & Ghee,1087 ,0.30 ,413 ,28.3,No
OD2208,09-Sep-18,Sunday,Monsoon,Sabeela,Nagercoil,East,Tamil Nadu,"Eggs, Meat & Fish",Chicken,1768 ,0.30 ,301 ,28.3,No
OD2209,11-Jul-16,Monday,Monsoon,Ganesh,Chennai,East,Tamil Nadu,Food Grains,Dals & Pulses,1088 ,0.30 ,283 ,28.3,No
OD2210,21-Sep-15,Monday,Monsoon,Aditi,Coimbatore,East,Tamil Nadu,Fruits & Veggies,Organic Fruits,2225 ,0.10 ,690 ,30.2,No
OD2211,11-Jul-16,Monday,Monsoon,Kumar,Cumbum,East,Tamil Nadu,Fruits & Veggies,Organic Vegetables,919 ,0.30 ,120 ,28.3,No
OD2212,14-Sep-18,Friday,Monsoon,Amrish,Namakkal,East,Tamil Nadu,Fruits & Veggies,Fresh Fruits,1048 ,0.20 ,94 ,30.1,No
OD2213,28-Jul-17,Friday,Monsoon,Vinne,Tenkasi,East,Tamil Nadu,Snacks,Chocolates,871 ,0.20 ,340 ,30,No
OD2214,30-May-18,Wednesday,Summer,Ravi,Salem,South,Tamil Nadu,Food Grains,Atta & Flour,1045 ,0.30 ,324 ,28.3,No
OD2215,16-Apr-16,Saturday,Winter,Willams,Trichy,South,Tamil Nadu,Beverages,Soft Drinks,2310 ,0.20 ,970 ,28.3,No
OD2216,11-Dec-16,Sunday,Winter,Sudeep,Viluppuram,South,Tamil Nadu,Snacks,Chocolates,2000 ,0.20 ,400 ,28.3,No
OD2217,06-Jun-17,Tuesday,Summer,Vince,Ramanadhapuram,South,Tamil Nadu,Beverages,Health Drinks,636 ,0.20 ,204 ,28.3,No
OD2218,19-Dec-18,Wednesday,Winter,Muneer,Ramanadhapuram,South,Tamil Nadu,Bakery,Biscuits,1090 ,0.10 ,458 ,28.3,No
OD2219,30-Oct-16,Sunday,Post-Monsoon,Aditi,Chennai,South,Tamil Nadu,Fruits & Veggies,Fresh Fruits,1073 ,0.10 ,204 ,27.1,Yes
OD2220,02-Dec-18,Sunday,Winter,Ramesh,Dharmapuri,South,Tamil Nadu,Fruits & Veggies,Fresh Fruits,2019 ,0.30 ,525 ,28.3,No
OD2221,06-Jun-17,Tuesday,Summer,Ramesh,Ooty,South,Tamil Nadu,"Eggs, Meat & Fish",Chicken,2359 ,0.30 ,425 ,28.3,No
OD2222,06-Jun-17,Tuesday,Summer,Krithika,Vellore,South,Tamil Nadu,"Eggs, Meat & Fish",Chicken,1678 ,0.10 ,587 ,28.3,No
OD2223,12-Aug-15,Wednesday,Monsoon,Vince,Krishnagiri,South,Tamil Nadu,Food Grains,Dals & Pulses,2291 ,0.10 ,458 ,26.2,No
OD2224,13-Oct-18,Saturday,Post-Monsoon,Sudeep,Nagercoil,South,Tamil Nadu,Food Grains,Atta & Flour,1468 ,0.30 ,499 ,28.3,No
OD2225,06-Jun-17,Tuesday,Summer,Malik,Cumbum,South,Tamil Nadu,"Eggs, Meat & Fish",Eggs,2112 ,0.30 ,486 ,28.3,No
OD2226,05-May-17,Friday,Summer,Sheeba,Tirunelveli,South,Tamil Nadu,Oil & Masala,Masalas,2251 ,0.10 ,540 ,28.3,No
OD2227,24-Sep-18,Monday,Monsoon,Veronica,Pudukottai,South,Tamil Nadu,Fruits & Veggies,Organic Vegetables,1589 ,0.30 ,302 ,28.3,No
OD2228,02-Nov-16,Wednesday,Post-Monsoon,Vidya,Ooty,South,Tamil Nadu,Beverages,Health Drinks,1366 ,0.10 ,478 ,28.3,No
OD2229,23-Dec-16,Friday,Winter,Kumar,Coimbatore,South,Tamil Nadu,Bakery,Cakes,1945 ,0.10 ,720 ,28.3,No
OD2230,22-Sep-18,Saturday,Monsoon,Komal,Ramanadhapuram,South,Tamil Nadu,Snacks,Chocolates,1852 ,0.10 ,370 ,28.3,No
OD2231,12-Feb-17,Sunday,Winter,Yadav,Krishnagiri,South,Tamil Nadu,Beverages,Soft Drinks,2222 ,0.30 ,178 ,28.3,No
OD2232,13-Aug-17,Sunday,Monsoon,Sundar,Salem,South,Tamil Nadu,Beverages,Health Drinks,800 ,0.10 ,48 ,27.9,No
OD2233,23-Mar-16,Wednesday,Winter,Hussain,Viluppuram,South,Tamil Nadu,Beverages,Health Drinks,1170 ,0.10 ,70 ,28.3,Yes
OD2234,13-Oct-18,Saturday,Post-Monsoon,Rumaiza,Nagercoil,South,Tamil Nadu,Snacks,Chocolates,2197 ,0.30 ,549 ,28.3,No
OD2235,23-Mar-16,Wednesday,Winter,Vinne,Coimbatore,South,Tamil Nadu,Oil & Masala,Masalas,2190 ,0.30 ,569 ,28.3,Yes
OD2236,30-Apr-15,Thursday,Winter,Mathew,Dharmapuri,South,Tamil Nadu,Snacks,Cookies,2032 ,0.30 ,630 ,28.3,No
OD2237,24-Jul-17,Monday,Monsoon,Yadav,Vellore,South,Tamil Nadu,"Eggs, Meat & Fish",Mutton,1599 ,0.30 ,400 ,28.3,No
OD2238,30-Apr-15,Thursday,Winter,Mathew,Viluppuram,South,Tamil Nadu,"Eggs, Meat & Fish",Fish,870 ,0.30 ,365 ,28.3,No
OD2239,19-May-15,Tuesday,Summer,Aditi,Chennai,South,Tamil Nadu,Beverages,Soft Drinks,610 ,0.10 ,116 ,28.3,No
OD2240,06-May-18,Sunday,Summer,Aditi,Namakkal,South,Tamil Nadu,Bakery,Cakes,1622 ,0.10 ,81 ,28.3,No
OD2241,12-Feb-17,Sunday,Winter,Sharon,Bodi,South,Tamil Nadu,Bakery,Biscuits,703 ,0.20 ,246 ,28.3,No
OD2242,24-Sep-18,Monday,Monsoon,Anu,Namakkal,South,Tamil Nadu,"Eggs, Meat & Fish",Eggs,574 ,0.30 ,212 ,28.3,No
OD2243,13-Aug-17,Sunday,Monsoon,Arvind,Ramanadhapuram,South,Tamil Nadu,Bakery,Biscuits,2267 ,0.20 ,612 ,27.9,No
OD2244,13-Oct-18,Saturday,Post-Monsoon,Sudha,Tenkasi,South,Tamil Nadu,Beverages,Soft Drinks,821 ,0.30 ,222 ,28.3,No
OD2245,14-Jan-18,Sunday,Winter,Ridhesh,Karur,South,Tamil Nadu,Bakery,Breads & Buns,2473 ,0.30 ,1039 ,28.3,Yes
OD2246,01-May-17,Monday,Summer,Willams,Tirunelveli,South,Tamil Nadu,Beverages,Soft Drinks,2478 ,0.10 ,942 ,28.3,No
OD2247,20-Jun-18,Wednesday,Summer,Verma,Coimbatore,South,Tamil Nadu,Oil & Masala,Masalas,637 ,0.20 ,121 ,28.3,No
OD2248,30-Dec-15,Wednesday,Winter,Malik,Cumbum,South,Tamil Nadu,Food Grains,Rice,813 ,0.20 ,317 ,28.3,No
OD2249,23-Jun-15,Tuesday,Summer,Ganesh,Tenkasi,South,Tamil Nadu,Food Grains,Atta & Flour,502 ,0.20 ,146 ,28.3,No
OD2250,19-Nov-17,Sunday,Post-Monsoon,Sheeba,Ramanadhapuram,South,Tamil Nadu,Snacks,Noodles,2119 ,0.10 ,848 ,28.3,No
OD2251,01-May-18,Tuesday,Summer,Aditi,Vellore,South,Tamil Nadu,Food Grains,Dals & Pulses,1149 ,0.20 ,103 ,28.3,No
OD2252,30-Nov-16,Wednesday,Post-Monsoon,Veena,Viluppuram,South,Tamil Nadu,Snacks,Cookies,1400 ,0.10 ,336 ,28.3,No
OD2253,16-Dec-17,Saturday,Winter,Veena,Dindigul,South,Tamil Nadu,Bakery,Breads & Buns,1486 ,0.30 ,208 ,28.3,No
OD2254,20-Nov-18,Tuesday,Post-Monsoon,Hussain,Cumbum,South,Tamil Nadu,Snacks,Noodles,1847 ,0.20 ,591 ,27.1,No
OD2255,22-Jun-18,Friday,Summer,Sheeba,Madurai,South,Tamil Nadu,"Eggs, Meat & Fish",Fish,1197 ,0.20 ,84 ,28.3,No
OD2256,23-Mar-15,Monday,Winter,Kumar,Tirunelveli,South,Tamil Nadu,Food Grains,Atta & Flour,2180 ,0.20 ,807 ,28.3,No
OD2257,09-Apr-18,Monday,Winter,Akash,Bodi,South,Tamil Nadu,Fruits & Veggies,Fresh Fruits,1710 ,0.20 ,308 ,31.2,No
OD2258,09-Apr-18,Monday,Winter,Vidya,Namakkal,South,Tamil Nadu,Oil & Masala,Masalas,2138 ,0.20 ,898 ,31.2,No
OD2259,23-Sep-18,Sunday,Monsoon,Shah,Kanyakumari,South,Tamil Nadu,"Eggs, Meat & Fish",Mutton,1203 ,0.20 ,529 ,28.3,No
OD2260,14-Aug-17,Monday,Monsoon,Alan,Theni,South,Tamil Nadu,Snacks,Noodles,2000 ,0.30 ,800 ,29.2,Yes
OD2261,09-Aug-17,Wednesday,Monsoon,Ramesh,Vellore,South,Tamil Nadu,"Eggs, Meat & Fish",Chicken,1652 ,0.30 ,628 ,29.9,No
OD2262,09-Oct-18,Tuesday,Post-Monsoon,Verma,Kanyakumari,South,Tamil Nadu,Oil & Masala,Spices,1676 ,0.30 ,603 ,28.3,No
OD2263,15-Aug-15,Saturday,Monsoon,Sudeep,Madurai,South,Tamil Nadu,Food Grains,Dals & Pulses,558 ,0.40 ,195 ,28.3,No
OD2264,15-Aug-15,Saturday,Monsoon,Surya,Vellore,South,Tamil Nadu,Bakery,Breads & Buns,1102 ,0.30 ,320 ,28.3,No
OD2265,26-Mar-17,Sunday,Winter,Peer,Bodi,South,Tamil Nadu,Fruits & Veggies,Organic Fruits,1651 ,0.10 ,561 ,28.3,No
OD2266,20-Nov-18,Tuesday,Post-Monsoon,Esther,Trichy,South,Tamil Nadu,Beverages,Health Drinks,2305 ,0.40 ,530 ,27.1,No
OD2267,18-Dec-18,Tuesday,Winter,Veena,Dharmapuri,South,Tamil Nadu,Snacks,Chocolates,2132 ,0.10 ,618 ,28.3,No
OD2268,23-Jun-15,Tuesday,Summer,Ram,Ramanadhapuram,South,Tamil Nadu,Oil & Masala,Spices,1000 ,0.30 ,130 ,28.3,No
OD2269,09-Aug-17,Wednesday,Monsoon,Shree,Nagercoil,South,Tamil Nadu,Snacks,Noodles,854 ,0.30 ,325 ,29.9,No
OD2270,09-Apr-18,Monday,Winter,Roshan,Vellore,South,Tamil Nadu,Bakery,Breads & Buns,1052 ,0.10 ,105 ,31.2,No
OD2271,01-May-17,Monday,Summer,Sabeela,Pudukottai,South,Tamil Nadu,Snacks,Cookies,814 ,0.10 ,114 ,28.3,No
OD2272,29-Jul-17,Saturday,Monsoon,Adavan,Cumbum,South,Tamil Nadu,Fruits & Veggies,Organic Vegetables,2285 ,0.40 ,777 ,31,No
OD2273,14-Jun-17,Wednesday,Summer,Ram,Dindigul,South,Tamil Nadu,Fruits & Veggies,Fresh Fruits,2154 ,0.20 ,151 ,28.3,No
OD2274,30-Nov-16,Wednesday,Post-Monsoon,Sharon,Ooty,South,Tamil Nadu,Food Grains,Organic Staples,1721 ,0.10 ,258 ,28.3,No
OD2275,24-Dec-15,Thursday,Winter,Amy,Pudukottai,West,Tamil Nadu,Snacks,Noodles,2092 ,0.20 ,649 ,28.3,No
OD2276,07-Sep-18,Friday,Monsoon,Jackson,Kanyakumari,West,Tamil Nadu,Bakery,Cakes,611 ,0.20 ,31 ,28.3,No
OD2277,20-Jul-15,Monday,Monsoon,Rumaiza,Ramanadhapuram,West,Tamil Nadu,Bakery,Cakes,2304 ,0.30 ,853 ,31.2,No
OD2278,16-Dec-16,Friday,Winter,Sudha,Ooty,West,Tamil Nadu,Snacks,Cookies,904 ,0.20 ,362 ,26.4,No
OD2279,10-Nov-17,Friday,Post-Monsoon,Sheeba,Trichy,West,Tamil Nadu,Snacks,Chocolates,1557 ,0.30 ,498 ,30.6,No
OD2280,16-Nov-18,Friday,Post-Monsoon,Alan,Cumbum,West,Tamil Nadu,Food Grains,Atta & Flour,2391 ,0.30 ,239 ,28.3,No
OD2281,29-Sep-18,Saturday,Monsoon,Arutra,Cumbum,West,Tamil Nadu,"Eggs, Meat & Fish",Fish,1450 ,0.30 ,595 ,28.3,No
OD2282,20-Jun-17,Tuesday,Summer,Harish,Bodi,West,Tamil Nadu,Bakery,Cakes,1996 ,0.20 ,778 ,28.3,No
OD2283,01-Oct-18,Monday,Post-Monsoon,Suresh,Karur,West,Tamil Nadu,Food Grains,Organic Staples,1069 ,0.40 ,225 ,24.8,No
OD2284,27-Apr-18,Friday,Winter,Veena,Ooty,West,Tamil Nadu,Fruits & Veggies,Fresh Vegetables,1586 ,0.30 ,190 ,28.3,No
OD2285,29-Jun-18,Friday,Summer,Anu,Ramanadhapuram,West,Tamil Nadu,Snacks,Noodles,605 ,0.10 ,85 ,28.3,No
OD2286,04-Jul-17,Tuesday,Monsoon,Sudha,Tenkasi,West,Tamil Nadu,"Eggs, Meat & Fish",Mutton,1937 ,0.20 ,116 ,28.3,No
OD2287,03-Jul-17,Monday,Monsoon,Mathew,Krishnagiri,West,Tamil Nadu,Beverages,Health Drinks,1465 ,0.30 ,337 ,28.3,No
OD2288,05-Sep-17,Tuesday,Monsoon,Alan,Chennai,West,Tamil Nadu,Snacks,Cookies,1375 ,0.20 ,426 ,28.3,No
OD2289,12-Dec-16,Monday,Winter,Ravi,Namakkal,West,Tamil Nadu,Food Grains,Dals & Pulses,1450 ,0.10 ,435 ,22.2,No
OD2290,18-Nov-18,Sunday,Post-Monsoon,Sudeep,Madurai,West,Tamil Nadu,"Eggs, Meat & Fish",Mutton,901 ,0.30 ,342 ,28.3,No
OD2291,18-Dec-18,Tuesday,Winter,Ram,Dharmapuri,West,Tamil Nadu,Food Grains,Organic Staples,1255 ,0.20 ,264 ,28.3,No
OD2292,03-Jul-17,Monday,Monsoon,Hussain,Dindigul,West,Tamil Nadu,Fruits & Veggies,Organic Fruits,609 ,0.10 ,164 ,28.3,No
OD2293,05-Sep-17,Tuesday,Monsoon,Aditi,Nagercoil,West,Tamil Nadu,Fruits & Veggies,Organic Fruits,2306 ,0.20 ,899 ,28.3,No
OD2294,16-Jun-18,Saturday,Summer,Krithika,Pudukottai,West,Tamil Nadu,Bakery,Cakes,1812 ,0.30 ,471 ,31.6,Yes
OD2295,03-Jan-17,Tuesday,Winter,Hussain,Pudukottai,West,Tamil Nadu,Food Grains,Atta & Flour,1241 ,0.20 ,261 ,28.3,No
OD2296,04-Oct-16,Tuesday,Post-Monsoon,Kumar,Vellore,West,Tamil Nadu,Bakery,Cakes,575 ,0.20 ,40 ,28.3,No
OD2297,31-Jul-18,Tuesday,Monsoon,Surya,Chennai,West,Tamil Nadu,Beverages,Soft Drinks,2197 ,0.30 ,637 ,28.3,No
OD2298,23-Mar-18,Friday,Winter,Ganesh,Salem,West,Tamil Nadu,Oil & Masala,Edible Oil & Ghee,1749 ,0.30 ,350 ,28.3,No
OD2299,15-Nov-15,Sunday,Post-Monsoon,Mathew,Nagercoil,West,Tamil Nadu,Food Grains,Organic Staples,1010 ,0.10 ,313 ,24.9,No
OD2300,12-Aug-18,Sunday,Monsoon,Peer,Theni,West,Tamil Nadu,Beverages,Soft Drinks,1976 ,0.30 ,277 ,28.3,No
OD2301,11-Jun-18,Monday,Summer,Vidya,Madurai,West,Tamil Nadu,"Eggs, Meat & Fish",Mutton,2147 ,0.20 ,752 ,28.1,No
OD2302,21-Aug-18,Tuesday,Monsoon,Ravi,Chennai,West,Tamil Nadu,Bakery,Cakes,1322 ,0.10 ,476 ,28.3,No
OD2303,28-Nov-15,Saturday,Post-Monsoon,Veronica,Salem,West,Tamil Nadu,Snacks,Cookies,1589 ,0.20 ,493 ,28.3,No
OD2304,18-Dec-18,Tuesday,Winter,Muneer,Salem,West,Tamil Nadu,Snacks,Noodles,1875 ,0.20 ,431 ,28.3,No
OD2305,27-Apr-18,Friday,Winter,Peer,Krishnagiri,West,Tamil Nadu,Fruits & Veggies,Organic Vegetables,2470 ,0.10 ,889 ,28.3,No
OD2306,07-Dec-15,Monday,Winter,Adavan,Dindigul,West,Tamil Nadu,Oil & Masala,Masalas,2068 ,0.10 ,372 ,31.9,No
OD2307,14-Nov-17,Tuesday,Post-Monsoon,Veronica,Dharmapuri,West,Tamil Nadu,Bakery,Cakes,1624 ,0.20 ,487 ,25.7,No
OD2308,03-May-16,Tuesday,Summer,Amrish,Perambalur,West,Tamil Nadu,Food Grains,Atta & Flour,1702 ,0.20 ,221 ,28.3,No
OD2309,07-Mar-15,Saturday,Winter,Haseena,Chennai,West,Tamil Nadu,Oil & Masala,Masalas,2014 ,0.30 ,463 ,32.4,No
OD2310,23-Nov-15,Monday,Post-Monsoon,James,Trichy,West,Tamil Nadu,Food Grains,Rice,1343 ,0.20 ,564 ,26.3,No
OD2311,13-Apr-17,Thursday,Winter,Yadav,Vellore,West,Tamil Nadu,Fruits & Veggies,Organic Fruits,843 ,0.10 ,143 ,28.3,No
OD2312,08-May-17,Monday,Summer,Yusuf,Kanyakumari,West,Tamil Nadu,Food Grains,Organic Staples,685 ,0.10 ,226 ,30.1,No
OD2313,12-Apr-17,Wednesday,Winter,Willams,Dindigul,West,Tamil Nadu,"Eggs, Meat & Fish",Eggs,1507 ,0.10 ,588 ,28.3,No
OD2314,22-Feb-15,Sunday,Winter,Harish,Perambalur,West,Tamil Nadu,"Eggs, Meat & Fish",Chicken,1618 ,0.20 ,259 ,28.3,No
OD2315,20-Jul-15,Monday,Monsoon,Yusuf,Virudhunagar,West,Tamil Nadu,Bakery,Breads & Buns,1393 ,0.30 ,139 ,31.2,No
OD2316,23-Mar-18,Friday,Winter,Hafiz,Ramanadhapuram,West,Tamil Nadu,Oil & Masala,Masalas,2285 ,0.10 ,663 ,28.3,No
OD2317,08-Dec-18,Saturday,Winter,Sabeela,Kanyakumari,West,Tamil Nadu,Bakery,Breads & Buns,1657 ,0.30 ,348 ,30.2,No
OD2318,29-Jun-18,Friday,Summer,Akash,Bodi,West,Tamil Nadu,Food Grains,Dals & Pulses,1363 ,0.20 ,232 ,28.3,No
OD2319,20-Jun-17,Tuesday,Summer,Adavan,Kanyakumari,West,Tamil Nadu,Bakery,Breads & Buns,1029 ,0.40 ,134 ,28.3,No
OD2320,18-Apr-16,Monday,Winter,Ram,Pudukottai,West,Tamil Nadu,Food Grains,Rice,1849 ,0.30 ,185 ,28.3,No
OD2321,07-Mar-15,Saturday,Winter,Peer,Pudukottai,West,Tamil Nadu,Bakery,Breads & Buns,578 ,0.20 ,225 ,32.4,No
